Yellow,1526485042,106.69511,-6.150443,77,196.1
Green,1536328960,107.0351315,34.5724074,52,75.9
Puce,1523546182,122.49448,10.752961,35,51.1
Khaki,1540161406,-9.050741,38.9083752,53,312.8
Purple,1515033250,116.399409,23.528427,68,228.0
Green,1512673182,102.674499,23.744617,30,46.2
Blue,1535495378,-74.912667,4.860823,70,94.9
Crimson,1523364473,2.4751086,48.8493975,93,183.0
Pink,1512787926,-2.807864,8.0478831,46,221.7
Orange,1513887637,106.3493224,-6.6513426,20,309.7
Goldenrod,1530474276,24.1027745,38.636131,92,252.4
Turquoise,1540051307,39.507098,54.732298,74,109.0
Blue,1542446460,116.12895,40.23921,99,343.4
Aquamarine,1542638988,24.4345055,35.3527256,16,296.1
Aquamarine,1532975219,-80.7089101,-0.9676533,38,134.0
Turquoise,1521743974,18.0616373,49.3055868,63,212.8
Maroon,1533637790,121.869339,29.476705,46,88.6
Mauv,1524694099,-43.6606463,-22.6439978,34,323.4
Indigo,1538414471,119.9481515,31.7238883,75,280.5
Violet,1537906175,102.5247836,-3.4610562,6,338.1
Turquoise,1528113219,19.70598,49.788203,62,249.0
Red,1517503697,119.443725,31.759482,92,343.0
Red,1522481079,106.574271,29.606703,84,93.1
Green,1534391035,129.3318295,35.544405,74,2.3
Orange,1518000445,112.4401329,-7.4704747,92,9.0
Puce,1525122214,-8.9161487,38.6640687,29,98.3
Aquamarine,1541733497,120.241565,29.289648,100,138.8
Khaki,1535709672,112.55743,33.052837,85,95.5
Purple,1539958006,101.317787,23.590649,82,280.9
Goldenrod,1516595500,106.9889904,-6.3396406,2,224.4
Khaki,1532988585,106.7942405,-6.4024844,20,284.0
Teal,1526009535,-92.9105987,44.9468994,63,38.4
Fuscia,1542645153,124.4530968,-9.591725,65,281.1
Teal,1520087821,-0.3136781,5.5773983,92,342.7
Maroon,1539583245,3.828292,45.3954435,39,250.8
Fuscia,1533694465,121.28259,29.689847,1,5.4
Pink,1517360890,110.084068,21.17016,94,246.9
Crimson,1529534159,115.106609,-8.605402,73,335.3
Goldenrod,1533557115,108.366667,-7.633333,92,162.9
Maroon,1526602423,18.5653991,43.8098167,74,272.3
Blue,1515919383,124.214976,46.900546,71,59.6
Maroon,1529172304,27.72907,-26.0798,69,150.1
Fuscia,1522375038,124.1518808,9.6037331,31,162.5
Red,1529062815,113.300129,40.076762,42,147.8
Purple,1512521423,38.4290322,52.6630895,68,214.9
Aquamarine,1542467591,106.227305,29.592024,10,246.7
Indigo,1531091470,-82.4265217,8.5147676,74,247.1
Puce,1535017934,23.1315864,42.1256751,100,302.4
Orange,1520811956,14.6182476,50.9115477,73,276.4
Crimson,1543953142,-76.8836261,40.3208847,36,298.1
Maroon,1538997479,39.0489509,48.5004939,49,141.4
Aquamarine,1519701428,106.8915948,-6.4991921,11,91.1
Teal,1523370491,-70.403374,-14.96441,29,351.6
Mauv,1530315659,-5.866667,32.966667,65,296.7
Maroon,1518335742,38.2082157,48.2368992,54,168.8
Mauv,1517110418,69.16705,34.39951,83,343.0
Yellow,1537633412,108.7422767,-7.3305972,68,17.5
Khaki,1530328210,-51.8311441,-23.5266796,99,359.7
Khaki,1528690371,-45.133574,-4.5699815,31,167.9
Indigo,1525271946,-44.9833395,-4.6138241,79,347.0
Indigo,1530473314,58.6794185,51.2405976,92,339.4
Orange,1542104163,114.32282,38.240246,22,76.0
Yellow,1543783540,117.4145232,-8.6438821,54,241.6
Crimson,1533852969,114.164223,22.843818,43,55.5
Aquamarine,1543541797,111.81127,30.400907,41,144.2
Teal,1519670202,117.8793825,51.3035449,39,94.1
Violet,1541264269,92.564016,29.003994,58,132.9
Mauv,1538113932,139.7460429,35.981548,38,331.0
Pink,1518274937,89.2318904,23.063993,77,341.6
Maroon,1528690165,38.1016955,56.3103675,19,278.5
Crimson,1540268519,101.3431058,24.4752847,90,338.8
Khaki,1540206777,22.4539975,48.8851206,11,231.0
Teal,1514978136,18.091186,59.4527156,15,237.3
Turquoise,1525156207,11.9070339,57.6902027,71,229.6
Violet,1543310302,110.2683286,-7.7262888,73,172.1
Pink,1543220377,16.1653052,58.5706557,23,194.1
Puce,1517352026,115.1177654,-8.3941828,65,99.6
Red,1513356746,137.4284822,36.8603732,95,1.6
Goldenrod,1524919505,35.4190083,52.2960003,66,263.1
Blue,1524245791,121.0441201,14.4712676,94,327.0
Goldenrod,1529009709,113.804931,-8.2216521,33,161.9
Goldenrod,1514795159,120.43382,-6.614938,76,6.9
Turquoise,1539914453,124.1518808,9.6037331,26,113.1
Green,1534818618,22.8055555,53.4053396,82,287.8
Green,1517419264,-81.166481,7.9819727,45,18.6
Blue,1526280638,28.327702,-26.2171929,91,218.1
Orange,1521082187,118.6422409,24.9372186,83,121.7
Goldenrod,1523578014,103.911314,30.166551,83,39.3
Goldenrod,1530085008,-35.3685679,-8.1565483,16,317.4
Fuscia,1539772962,111.253145,29.540245,80,63.4
Pink,1516811008,35.81084,32.99941,46,40.6
Green,1534589115,-8.6109719,38.683885,41,158.3
Maroon,1525223097,117.135488,39.224791,49,25.3
Turquoise,1540073974,117.017536,25.075123,66,33.0
Yellow,1542425354,-8.7050402,40.3984011,10,19.9
Blue,1543109461,117.032171,36.7821,92,116.4
Maroon,1539554516,106.630153,26.647661,39,34.5
Khaki,1538301572,2.3458952,48.9352465,68,291.2
Yellow,1514399613,110.741092,32.055542,19,225.7
Crimson,1516542108,120.3608455,-9.7262368,41,208.3
Khaki,1525800329,123.9899,-9.7172,43,265.1
Khaki,1541176531,5.3378155,43.4903429,99,172.3
Teal,1522965922,-99.1497664,19.4458447,49,264.8
Yellow,1524240002,-7.559557,40.9443261,98,225.5
Orange,1518302130,2.0308233,44.1675867,34,2.3
Yellow,1542587797,18.7768698,45.4835641,8,6.3
Indigo,1537577339,94.8909467,55.2552487,23,139.6
Crimson,1517102405,-3.1679257,10.3231036,85,357.1
Indigo,1537608540,-36.2847751,-8.6866263,54,61.1
Fuscia,1520762669,121.227747,31.032243,6,270.1
Indigo,1521757149,124.272721,-9.7239549,38,263.4
Goldenrod,1519806191,9.9101915,2.9405941,70,293.1
Crimson,1537770360,25.594767,49.553517,44,267.2
Red,1521499552,119.7889248,29.1416432,25,210.1
Green,1533537860,-59.5741045,-27.5283814,39,39.8
Aquamarine,1527263345,17.8590775,59.4213909,76,103.9
Violet,1541583034,71.6934843,29.3738721,66,137.2
Green,1528706263,2.5135985,45.2977605,33,14.4
Blue,1525580585,82.580514,41.477249,91,196.7
Puce,1540958992,12.2028691,57.6055534,49,101.8
Orange,1539362932,-43.7850227,-20.6639305,73,292.2
Orange,1522479647,-99.1097687,19.379122,31,79.9
Fuscia,1525504353,103.2317225,17.7032238,48,297.9
Goldenrod,1530654700,39.9310272,43.4595044,6,281.2
Puce,1516855966,151.2078882,-33.8651294,20,188.1
Crimson,1516010319,109.9001796,-7.3632094,57,150.3
Goldenrod,1515117402,14.4764786,59.3213237,87,219.8
Purple,1513867049,-78.8226909,-7.1143481,99,193.1
Green,1538538846,115.193565,-8.784797,84,29.3
Violet,1524053116,114.164223,22.843818,52,160.0
Indigo,1526764164,121.247793,30.7765271,25,175.8
Goldenrod,1529413393,21.419225,51.965973,3,266.7
Violet,1514531837,16.3164767,51.8071084,80,342.0
Blue,1519525600,127.4890319,36.6424341,35,248.8
Fuscia,1517605275,17.0893798,43.285793,43,259.5
Indigo,1530336178,111.47239,34.714779,15,52.0
Aquamarine,1523424538,2.4396467,44.9263486,95,339.0
Blue,1524675036,48.4902341,55.7675702,83,301.1
Yellow,1529073182,121.385604,28.372506,16,54.4
Turquoise,1531977660,109.410683,24.315499,62,26.0
Pink,1519379808,-77.42086,-8.933278,93,50.9
Pink,1515767409,37.8049211,55.7133263,21,228.9
Indigo,1520066840,107.0126076,-6.4104949,91,340.2
Aquamarine,1519128205,111.013556,21.514163,33,250.8
Maroon,1526956370,22.0985086,44.0698918,84,350.0
Fuscia,1520218433,16.81504,53.42049,15,24.9
Teal,1518167533,-62.4015536,8.0093062,22,260.9
Khaki,1537162426,-75.4361391,-13.3833585,18,282.9
Fuscia,1515653664,120.185095,33.083093,33,304.1
Purple,1540349636,95.4227312,5.465831,41,214.9
Khaki,1512844117,120.145342,30.520783,25,62.8
Yellow,1541885040,4.8252311,45.7451347,94,205.0
Indigo,1539599394,-118.5748667,39.5481333,20,23.0
Blue,1522416185,123.39139,7.65611,21,310.5
Violet,1532280293,113.6216667,22.7694444,3,67.7
Red,1531768788,124.2510844,8.3345712,1,138.2
Maroon,1541651635,117.207298,39.179865,80,347.8
Maroon,1535218442,15.1107601,46.3499163,24,322.3
Puce,1514537943,35.2154784,52.2183563,49,47.7
Aquamarine,1515874295,137.0770574,34.8383901,55,52.0
Red,1527477852,120.632896,27.974248,60,149.4
Indigo,1529947237,100.962601,-0.670315,41,91.5
Maroon,1517884518,-6.5890166,34.2540503,88,317.4
Crimson,1515280628,107.5209304,-6.1788812,64,92.8
Goldenrod,1514246135,106.0164,-6.3376,37,302.1
Violet,1526536617,32.3759269,-18.9797547,48,39.3
Pink,1518140722,120.353259,32.644902,41,296.3
Puce,1522579394,-42.5340796,-22.2887261,99,280.1
Crimson,1533242797,110.359368,21.270702,27,165.0
Puce,1517585224,115.944218,30.070453,16,20.8
Aquamarine,1523485840,20.6793311,41.1735327,3,289.8
Pink,1539456145,108.2347863,-6.4668348,36,65.7
Maroon,1522348439,8.740263,47.49476,56,282.1
Puce,1522452385,115.814504,32.890479,77,241.1
Aquamarine,1534105902,136.0396342,-1.145463,71,22.2
Mauv,1529584426,-71.2205376,18.2447388,94,125.2
Goldenrod,1536146439,-88.9389921,13.5096503,57,332.3
Green,1542668418,124.3147,-9.9404,30,329.5
Teal,1521223928,66.6278395,25.8142164,99,316.9
Pink,1514101057,112.3307965,-6.888394,59,158.0
Purple,1532141632,119.141473,28.074649,99,156.0
Turquoise,1523717313,-7.984789,37.6364006,10,277.9
Orange,1521637359,90.2905901,49.663978,70,350.5
Pink,1519510209,-52.6787852,-31.3964785,44,348.7
Green,1539114938,-73.5947459,-4.4864625,13,148.4
Fuscia,1530109270,49.4656047,40.8123781,61,309.4
Goldenrod,1515393778,-7.707845,40.4148619,21,10.1
Maroon,1516707078,113.0239776,22.8207764,20,253.5
Blue,1538210384,119.4382459,-9.6582303,21,167.1
Green,1523356022,114.4194,22.630834,38,98.1
Puce,1517347390,26.5290794,43.7728532,28,226.2
Puce,1531059202,112.170211,33.958503,87,307.6
Violet,1526549965,116.64395,29.367424,34,297.5
Aquamarine,1514693767,119.219734,36.77549,4,31.3
Aquamarine,1512864083,-8.9480659,53.940892,31,263.8
Crimson,1525756345,-104.9126044,27.1291264,21,128.3
Blue,1513889369,112.7211714,-7.2630131,42,190.2
Blue,1529234969,-8.6434885,41.5533401,67,166.8
Blue,1513290885,72.2186128,41.3373738,75,326.2
Yellow,1521391468,126.3547613,8.1890712,79,258.7
Fuscia,1536492179,122.0953896,11.5294306,78,303.1
Crimson,1534714756,119.282994,33.440106,100,271.3
Purple,1518569209,124.9404982,7.4843888,48,169.4
Indigo,1524821317,19.8634282,51.8370136,6,273.3
Blue,1527807856,111.0400034,-6.4761564,41,97.4
Khaki,1535628401,27.6290067,53.7852624,39,49.8
Khaki,1513201363,108.5567057,-7.0258984,47,216.2
Crimson,1532266336,-119.8,36.74,45,345.0
Goldenrod,1513330700,139.5356365,36.2761885,100,195.7
Indigo,1532334525,10.6614716,59.925824,16,102.1
Aquamarine,1515013040,-92.08,32.53,56,138.1
Indigo,1530400911,115.699778,26.444341,45,332.1
Violet,1522389327,126.283172,37.7838437,78,243.9
Blue,1525867308,121.0650042,14.3407483,90,271.7
Red,1519418166,110.364953,29.541793,53,83.6
Fuscia,1525384933,130.7533097,31.7337799,74,166.2
Khaki,1513059495,48.2792467,42.0813751,56,317.3
Aquamarine,1540394302,2.0887457,49.4263976,61,262.4
Red,1529210152,2.1476836,48.8805451,93,129.4
Mauv,1523664717,124.8507146,10.8991156,79,265.7
Orange,1517293057,6.7866433,51.2262018,16,146.4
Maroon,1517790340,113.875245,35.30385,64,182.3
Yellow,1539128027,5.7198625,50.8269051,68,45.2
Yellow,1513056917,4.0337846,6.7809096,67,158.2
Purple,1517048422,-58.5303202,-34.6182974,43,17.4
Khaki,1538108568,-8.5863716,41.5608072,40,151.0
Blue,1520154659,125.2748944,9.9772764,24,255.5
Yellow,1538495640,10.7105679,59.9546982,87,43.0
Pink,1514398746,37.4521319,12.6030181,34,213.8
Purple,1538798556,-77.4185584,20.9874938,27,174.6
Purple,1516591624,-3.2432781,10.9578957,57,7.2
Mauv,1512745145,17.8504238,52.0610443,82,60.2
Fuscia,1513153076,19.494331,42.1589754,63,253.3
Purple,1536016869,30.2166519,13.1782149,34,320.1
Indigo,1520098116,-79.0872788,-8.0884404,90,105.6
Indigo,1521514929,22.6825626,39.918603,64,47.9
Maroon,1535877026,21.755504,42.3570233,36,87.7
Yellow,1528046103,120.118331,29.808374,77,163.0
Khaki,1541854190,124.60972,8.18806,49,316.3
Violet,1517118475,26.6581,54.3785,88,65.9
Fuscia,1530021954,83.9955879,28.237987,57,253.7
Orange,1514010316,141.2998457,-2.6896767,24,239.4
Red,1532561435,49.0525711,58.3947207,100,322.9
Yellow,1527476463,-56.3908165,-34.5244257,89,103.3
Pink,1514405532,114.908822,38.174362,80,144.0
Mauv,1542049034,55.5580718,55.3964659,86,141.9
Mauv,1513872851,114.2241895,-7.76929,70,73.6
Purple,1541865815,7.0014657,6.0808532,19,233.3
Maroon,1525563085,35.19706,31.85587,14,250.6
Khaki,1527861217,19.7710732,41.5094765,71,90.3
Maroon,1541173212,-102.1943485,17.9567646,47,106.1
Aquamarine,1522512095,42.0384264,44.2220765,30,308.8
Red,1523848219,-8.5749394,41.3336366,19,306.8
Goldenrod,1539749837,106.9247932,-6.9401945,29,51.0
Blue,1542215257,113.111612,22.560473,27,275.5
Yellow,1535714219,-8.5351366,37.1347927,22,281.3
Goldenrod,1537448042,39.9363328,47.7557543,99,35.8
Turquoise,1515893704,-93.5711466,41.5359175,75,349.7
Teal,1539800633,111.7910758,23.1421682,65,130.4
Green,1536839666,89.61457,24.076563,53,243.0
Aquamarine,1542348888,-70.2,-14.1,80,206.6
Purple,1527485683,-45.0013747,-21.2484875,34,116.3
Fuscia,1542247788,105.7644596,18.4529003,84,167.7
Yellow,1536440123,115.667208,37.039991,67,297.3
Mauv,1529634547,-79.8567326,36.1296961,43,337.7
Green,1541560875,105.7556564,18.6642304,26,331.9
Puce,1515823233,-80.2711588,-3.4949817,52,11.9
Aquamarine,1537404534,104.9894851,21.1665519,56,167.6
Fuscia,1526980008,101.664881,3.116134,1,181.5
Pink,1515917748,-97.32676,50.13441,65,202.1
Blue,1530689018,118.616207,-8.4183633,18,80.6
Puce,1517166367,20.598352,50.2387924,14,291.6
Indigo,1543404979,5.380142,43.3032794,68,162.8
Purple,1523582429,-90.3795438,38.552678,41,259.4
Puce,1536079390,19.8082799,40.5974058,40,307.8
Purple,1515705121,107.1419766,40.8833166,68,87.1
Aquamarine,1517154590,125.374217,43.865595,5,92.5
Purple,1540850078,43.5299495,56.1747295,30,349.0
Blue,1541445507,-56.3320773,5.8719379,95,234.9
Teal,1536226382,116.328879,29.86548,74,20.4
Mauv,1519907671,14.587686,67.2929841,89,232.5
Indigo,1517795573,-1.9439194,48.1392924,58,327.3
Aquamarine,1534674950,110.0926112,-1.2468663,15,295.6
Green,1528729598,108.104291,35.591349,18,87.5
Red,1533146455,-74.2120629,40.7132136,9,150.8
Indigo,1534513831,115.566002,-8.25944,60,181.7
Violet,1521818436,-58.4654718,-34.6107923,62,235.3
Pink,1536504256,36.5091081,55.6207919,11,82.0
Purple,1516790778,114.0604907,22.6274369,80,98.0
Orange,1533605488,96.471658,22.0391773,96,274.7
Purple,1530121459,22.2668399,38.1645858,26,155.2
Purple,1527095732,4.3399875,51.9998397,32,83.5
Crimson,1528541546,113.751799,23.020673,63,294.7
Fuscia,1539707044,120.167774,29.693316,72,89.4
Pink,1537030922,110.4162931,-7.7514362,16,285.5
Mauv,1513740869,49.8700862,31.8239619,29,168.1
Red,1520664735,126.918087,41.811979,7,166.1
Aquamarine,1523170925,-13.9114989,17.0516148,45,102.3
Maroon,1525665442,69.6452877,40.2675155,44,351.4
Orange,1531139395,16.2983865,49.0337963,27,16.3
Mauv,1519481003,168.0177331,-46.3478987,85,298.3
Teal,1533708217,115.4555858,-8.6785828,60,213.1
Puce,1534920659,116.725642,39.942418,30,117.6
Indigo,1521643276,-46.8521864,-23.6515085,81,107.2
Maroon,1520377804,106.6281901,10.7900517,18,52.6
Yellow,1513178647,110.18122,22.654032,62,124.5
Turquoise,1537627026,4.5805038,44.7016194,82,115.1
Blue,1527215244,35.11894,31.83366,26,122.3
Pink,1529915772,23.7946578,38.0625172,49,26.4
Pink,1523567692,110.3843618,-7.8225778,82,14.0
Purple,1542921945,115.622147,26.731743,83,78.8
Khaki,1540778570,118.2702036,-8.3698126,80,88.4
Turquoise,1517543721,82.3454181,53.0852774,75,36.8
Blue,1525220720,121.050126,14.3839328,63,42.0
Purple,1515612814,-77.2692503,18.0797857,45,261.7
Mauv,1525981806,46.8886722,50.0429768,24,248.4
Blue,1538252429,31.2376557,47.355543,85,114.6
Fuscia,1513654444,56.4173346,58.3005959,43,293.8
Goldenrod,1539472287,-82.33,29.65,33,1.7
Goldenrod,1513981954,-9.2688282,38.7122242,78,177.2
Maroon,1529883488,-73.99,40.75,71,359.2
Khaki,1531464955,94.122434,30.0565,60,78.5
Mauv,1538572971,60.5063547,55.6246827,12,316.8
Indigo,1512981363,107.751231,21.778714,75,154.2
Goldenrod,1527772758,112.884399,-6.926103,92,124.2
Orange,1529221666,-8.4404236,40.9803118,69,251.4
Violet,1526285764,110.674706,30.199688,39,191.0
Khaki,1536120071,97.7878579,4.9026627,91,248.5
Goldenrod,1543268352,97.030217,41.811711,82,220.0
Yellow,1541103841,58.264291,58.434681,30,335.8
Blue,1522183076,39.7408362,52.0391192,70,252.5
Teal,1523032156,-85.68986,10.5570353,40,50.1
Puce,1530331008,116.4073963,39.9041999,64,256.6
Mauv,1542378983,2.233089,48.892701,66,243.7
Turquoise,1528670619,23.9761139,38.0878845,32,193.6
Violet,1539991268,10.1423172,36.4091188,95,15.4
Khaki,1532230287,20.18278,40.88111,41,45.9
Green,1525967180,106.9593926,-6.2916321,55,320.9
Violet,1526957826,113.5755553,22.2481519,64,169.4
Yellow,1512834501,7.3507066,47.7489727,68,82.5
Pink,1527691980,-1.5257042,13.3252954,100,175.4
Blue,1537463367,18.3957811,45.0818466,14,284.0
Red,1541877117,117.893335,4.243113,53,81.0
Orange,1539906877,33.3074607,58.3495477,7,321.6
Crimson,1515848185,8.7108197,47.1892329,49,323.2
Violet,1537444160,107.759245,34.401112,21,8.6
Mauv,1535436088,-52.6449937,5.1677581,2,6.1
Pink,1524930524,34.8870985,32.030339,93,148.4
Yellow,1535090641,123.6441498,11.144989,99,209.0
Khaki,1519611006,23.5129163,49.0401779,100,354.0
Mauv,1518554770,-85.6986957,11.5399857,19,178.2
Mauv,1525270308,113.190869,22.613406,44,349.9
Blue,1541400172,104.9856176,9.3554435,26,1.6
Maroon,1525123317,91.634756,47.9795218,61,266.0
Orange,1522625378,106.7817741,-6.2455587,21,37.2
Fuscia,1521088921,15.4826417,49.7578885,80,106.1
Purple,1537637539,6.4140214,48.2576572,68,71.5
Turquoise,1537901985,7.0114962,53.1250118,5,48.1
Yellow,1532883049,10.4284178,5.4807517,51,165.4
Blue,1523630979,-79.8442978,-6.7765974,26,234.9
Fuscia,1537890482,-58.5854528,-34.493672,52,313.6
Purple,1532849172,17.2335614,48.878715,4,167.9
Teal,1523931666,111.5417207,-7.2355945,32,179.8
Puce,1528328312,-48.62059,-27.5703548,33,70.2
Indigo,1513356704,113.734823,23.718461,85,186.4
Maroon,1515353977,118.431541,24.625561,74,348.6
Fuscia,1520888736,-9.1025502,38.4832851,61,220.8
Mauv,1531945581,-58.4984714,-34.5500929,14,35.1
Fuscia,1530674222,12.0224096,57.8515567,95,142.4
Khaki,1525105167,-115.244096,36.049805,12,318.1
Maroon,1525219809,113.0126011,22.9550072,81,356.7
Turquoise,1527992197,20.6879247,53.7109905,96,346.9
Pink,1515733246,132.5485088,34.4045029,42,19.8
Green,1523739995,107.9176312,-6.7418731,60,8.9
Blue,1520854229,19.8369688,52.5055101,3,94.3
Green,1540022176,105.0177539,-5.0768453,22,285.9
Pink,1513432337,15.8709393,59.0433753,10,337.4
Green,1532458268,110.8243272,-7.5754887,10,11.2
Aquamarine,1526732453,112.708676,23.343496,34,74.3
Orange,1522397878,124.458692,47.524025,58,184.6
Khaki,1528223647,9.745565,33.8779023,25,167.1
Blue,1523842958,2.3572729,48.7471816,5,130.7
Violet,1540698073,108.0045002,-7.2194536,19,196.0
Orange,1524424657,103.256615,25.558201,96,11.9
Purple,1515138026,121.486094,13.9008751,12,228.3
Orange,1538765545,120.752481,31.654375,33,45.0
Fuscia,1523037574,3.3651417,49.8990161,40,332.4
Yellow,1534955986,110.9417222,-7.9954685,80,350.5
Goldenrod,1533507654,19.347341,44.86614,16,118.1
Turquoise,1532743097,5.8978018,43.4945737,95,158.4
Yellow,1539326750,-149.3081197,-17.72332,17,244.2
Blue,1520547180,106.8502879,-6.3621916,25,287.8
Orange,1534901122,114.2806558,-8.1714502,71,197.8
Pink,1522214627,-86.1688177,13.1959918,82,229.8
Purple,1532557055,118.6422409,24.9372186,66,126.5
Maroon,1537278301,45.6506664,43.262695,62,118.2
Blue,1523747039,122.0865444,11.5105782,77,272.2
Goldenrod,1542496990,113.525165,22.801624,2,243.8
Khaki,1532602806,14.419863,49.2199465,26,327.7
Turquoise,1520178159,16.1555481,49.465597,74,337.4
Yellow,1525245275,120.8129183,15.1503549,53,233.8
Aquamarine,1542852792,41.8780088,45.8198363,92,128.1
Violet,1527346157,-83.2425711,22.588115,28,215.9
Fuscia,1519592772,116.262661,30.718837,66,299.4
Pink,1517223528,115.263115,33.039715,87,82.9
Puce,1522835987,15.0548688,54.0295572,39,326.1
Puce,1535457748,25.3328975,42.7123148,86,299.2
Maroon,1530252501,-0.8744828,41.6286623,84,189.0
Violet,1513595315,36.9299219,34.8439922,99,134.1
Violet,1537352774,122.3066411,10.7179292,32,169.6
Maroon,1538147400,106.90896,-6.1560113,5,304.7
Turquoise,1539345025,106.8030892,-6.6409658,74,3.1
Crimson,1512884237,20.0069251,45.1501866,9,201.4
Green,1515954621,44.8746069,41.1637808,41,41.0
Maroon,1525783517,-118.3403506,34.1615135,35,108.4
Teal,1539172456,8.4239055,11.7701438,57,242.6
Crimson,1540190490,20.1143093,46.0245004,74,284.3
Red,1536155610,120.4557309,17.1056791,15,285.3
Turquoise,1537477332,109.7457739,-6.9122509,20,203.0
Violet,1514899899,46.6878846,57.9609962,12,33.0
Puce,1523629606,-8.0108755,40.7143433,31,35.2
Blue,1542955688,-112.1370601,33.6289952,93,14.3
Red,1514853699,105.6984455,-5.7577862,14,347.1
Indigo,1517428718,120.9518182,14.967193,62,356.9
Orange,1520508974,116.116695,24.31049,9,221.9
Green,1542040888,127.303425,43.908712,11,76.5
Red,1521158449,18.6918556,44.2246967,8,62.3
Green,1514681890,108.093259,35.032891,61,199.2
Red,1515245405,81.6315231,47.086965,40,309.5
Puce,1542402705,47.7403034,40.6236168,67,259.7
Mauv,1529458092,120.1069594,-10.1379744,69,255.6
Goldenrod,1542305844,-77.1053673,-12.0582305,25,136.4
Purple,1516249142,-6.1832154,53.6094616,62,286.1
Blue,1538842833,123.5839983,-5.282644,72,167.7
Indigo,1524439451,-8.8344817,39.6416569,68,155.8
Indigo,1533195353,112.5096093,-8.1802134,32,115.4
Maroon,1512630966,141.3941151,41.0938736,37,18.6
Yellow,1517543957,-53.5608275,-30.1647807,65,17.1
Crimson,1531206264,-86.1700894,39.7794767,12,209.9
Mauv,1536765868,-5.0533632,32.8771669,77,219.7
Khaki,1534644530,117.980053,26.982106,80,143.9
Blue,1518009663,116.399409,23.528427,7,225.7
Yellow,1526809975,19.5181312,40.888872,5,109.8
Aquamarine,1527296545,12.9355428,57.9760319,77,86.5
Yellow,1522981776,20.6635214,49.6302491,50,257.9
Red,1533975369,105.7703287,-6.6111074,53,356.3
Violet,1539585667,-28.618829,38.579965,98,107.0
Violet,1522838225,28.1620173,36.2944144,32,126.0
Teal,1530661306,26.1999237,60.6191114,76,240.7
Maroon,1542003131,-58.3240611,-34.7097222,41,333.7
Turquoise,1542372855,-8.923648,38.6805556,24,157.1
Aquamarine,1521932341,123.5818992,-10.1585855,35,324.5
Crimson,1537518711,20.065421,51.8123584,73,295.3
Green,1530720122,16.8799555,52.3429156,32,215.8
Khaki,1538698048,109.351019,36.276526,93,32.7
Puce,1523613236,-77.23,38.87,51,9.6
Maroon,1535485560,123.769368,46.987383,2,34.3
Yellow,1530150407,119.9351455,15.6927248,68,105.4
Purple,1517857019,36.4851204,35.3837308,2,197.5
Violet,1528503274,-8.8073178,39.6589565,38,195.8
Maroon,1528333235,-44.7381432,-3.5098478,26,220.6
Blue,1529739137,100.33334,13.78851,86,161.9
Orange,1543101176,101.7296049,6.2958736,41,18.0
Teal,1539156549,105.4771084,18.2865589,2,32.9
Orange,1517932272,125.5403208,8.9438393,81,45.1
Crimson,1536971193,21.5535126,51.6919243,79,348.5
Indigo,1540438378,-8.3620667,41.4956796,69,221.7
Red,1534923310,-41.8799408,-18.1880676,96,205.9
Pink,1540776620,113.117269,39.202804,40,182.0
Crimson,1533938494,-72.9588593,-36.6131562,29,267.0
Yellow,1527907133,27.1323579,-28.0964966,25,142.2
Puce,1537184382,111.308664,41.186564,44,92.5
